"Bus","Direction","coord_x","coord_y","Arret","Code"
"38","Heros","1207","2048","Rene Gobert","1919"
"38","Heros","1154","2082","Floride","1920"
"38","Heros","1108","2073","Houzeau","1921"
"38","Heros","1000","2067","Statuaires","1942"
"38","De Brouckere","926","2072","Heros","9024"
"38","De Brouckere","1000","2067","Statuaires","1943"
"38","De Brouckere","1077","2069","Zeecrabbe","1968"
"38","De Brouckere","1108","2073","Houzeau","1969"
"38","De Brouckere","1154","2082","Floride","1970"
"38","De Brouckere","1207","2048","Rene Gobert","1971"
"38","De Brouckere","1204","1996","Montjoie","1972"
"38","De Brouckere","1178","1960","Gossart","1973"
"38","De Brouckere","1253","1967","Longchamp","5255"
"38","De Brouckere","1265","1927","Bascule","5256"
"38","De Brouckere","1265","1927","Bascule","1975"
"38","De Brouckere","1262","1800","Van Eyck","1976"
"38","De Brouckere","1281","1756","Vleurgat","1977"
"38","De Brouckere","1309","1718","Biarritz","1986"
"38","De Brouckere","1336","1686","Flagey","6112"
"38","De Brouckere","1372","1636","Malibran","1980"
"38","De Brouckere","1415","1575","Blyckaerts","1981"
"38","De Brouckere","1378","1523","Parnasse","1982"
"38","De Brouckere","1381","1474","Luxembourg","4367"
"38","De Brouckere","1350","1465","Science","1776"
"38","De Brouckere","1331","1456","Trone","1163"
"38","De Brouckere","1299","1431","Ducale","1990"
"38","De Brouckere","1223","1427","Royale","3567"
"38","De Brouckere","1219","1388","Bozar","3568"
"38","De Brouckere","1191","1360","Gare Centrale","3322"
"38","De Brouckere","1165","1277","Arenberg","1502"
"38","De Brouckere","1133","1248","De Brouckere","1501"
"41","Heros","1965","1978","Herrmann-Debroux","2050"
"41","Heros","1965","1978","Herrmann-Debroux","1754"
"41","Heros","1908","1953","Demey","2724"
"41","Heros","1866","1934","Vignette","4407"
"41","Heros","1834","1974","Pecheries","4452"
"41","Heros","1853","2014","Tritomas","4449"
"41","Heros","1826","2028","Archiducs","4454"
"41","Heros","1748","2009","Hannetons","4455"
"41","Heros","1719","2009","Loutrier","4456"
"41","Heros","1676","2026","Keym","4358"
"41","Heros","1630","2031","Watermael Gare","2079"
"41","Heros","1637","2075","Bien-Faire","2107"
"41","Heros","1611","2138","Dries","2016"
"41","Heros","1584","2171","Futaie","2018"
"41","Heros","1542","2171","Boondael Gare","5451"
"41","Heros","1484","2143","Sapiniere","2045"
"41","Heros","1337","2170","Gendarmes","5458"
"41","Heros","1317","2162","Montana","2761"
"41","Heros","1287","2110","Vert Chasseur","2762"
"41","Heros","1262","2072","Hopital Sainte-Elisabeth","2763"
"41","Heros","1154","2082","Floride","1920"
"41","Heros","1108","2073","Houzeau","1921"
"41","Heros","1000","2067","Statuaires","1942"
"41","Herrmann-Debroux","926","2072","Heros","9024"
"41","Herrmann-Debroux","1010","2091","Statuaires","2722"
"41","Herrmann-Debroux","1050","2090","Hopital Deux Alice","2712"
"41","Herrmann-Debroux","1108","2073","Houzeau","2130"
"41","Herrmann-Debroux","1154","2082","Floride","1970"
"41","Herrmann-Debroux","1262","2072","Hopital Sainte-Elisabeth","2714"
"41","Herrmann-Debroux","1287","2110","Vert Chasseur","2715"
"41","Herrmann-Debroux","1317","2162","Montana","2716"
"41","Herrmann-Debroux","1337","2170","Gendarmes","2721"
"41","Herrmann-Debroux","1484","2143","Sapiniere","2731"
"41","Herrmann-Debroux","1542","2171","Boondael Gare","5416"
"41","Herrmann-Debroux","1584","2171","Futaie","2074"
"41","Herrmann-Debroux","1611","2138","Dries","2076"
"41","Herrmann-Debroux","1637","2075","Bien-Faire","2115"
"41","Herrmann-Debroux","1630","2031","Watermael Gare","2080"
"41","Herrmann-Debroux","1676","2026","Keym","4310"
"41","Herrmann-Debroux","1719","2009","Loutrier","4401"
"41","Herrmann-Debroux","1748","2009","Hannetons","4402"
"41","Herrmann-Debroux","1826","2028","Archiducs","4403"
"41","Herrmann-Debroux","1853","2014","Tritomas","4408"
"41","Herrmann-Debroux","1834","1974","Pecheries","4405"
"41","Herrmann-Debroux","1864","1954","Vignette","3549"
"41","Herrmann-Debroux","1901","1967","Demey","3548"
"41","Herrmann-Debroux","1965","1978","Herrmann-Debroux","2050"
"42","Transvaal","2239","1036","Viaduc E 40","2015"
"42","Transvaal","2239","1036","Viaduc E 40","2006"
"42","Transvaal","2267","1065","Thumas","2029"
"42","Transvaal","2275","1114","Saint-Antoine","2017"
"42","Transvaal","2260","1152","Annecy","2025"
"42","Transvaal","2241","1182","Lenneke Mare","9851"
"42","Transvaal","2213","1211","Hof Ter Musschen","2036"
"42","Transvaal","2272","1241","UCL Saint-Luc","2069"
"42","Transvaal","2303","1250","Dunette","2027"
"42","Transvaal","2213","1211","Hof Ter Musschen","9853"
"42","Transvaal","2178","1233","Thiry-Woluwe","2028"
"42","Transvaal","2121","1211","Marcel Thiry","1553"
"42","Transvaal","2099","1248","Peupliers","1554"
"42","Transvaal","2059","1283","Charmille","1550"
"42","Transvaal","2085","1343","Roodebeek","1577"
"42","Transvaal","2128","1352","Vellemolen","1305"
"42","Transvaal","2114","1394","Debecker","1998"
"42","Transvaal","2094","1475","Voot","2003"
"42","Transvaal","2077","1523","Fabry","2004"
"42","Transvaal","2061","1557","Parc des Sources","2005"
"42","Transvaal","2030","1610","Woluwe","1817"
"42","Transvaal","2016","1741","Empain","2007"
"42","Transvaal","2000","1797","Val Duchesse","2008"
"42","Transvaal","1962","1844","Rond-point du Souverain","2009"
"42","Transvaal","1932","1903","Auderghem-Shopping","1730"
"42","Transvaal","1965","1978","Herrmann-Debroux","2046"
"42","Transvaal","2002","1979","Schoonejans","1723"
"42","Transvaal","2045","2014","Sacre Coeur","1724"
"42","Viaduc","2033","2048","Transvaal","1725"
"42","Viaduc","2045","2014","Sacre Coeur","1752"
"42","Viaduc","2002","1979","Schoonejans","1753"
"42","Viaduc","1965","1978","Herrmann-Debroux","1754"
"42","Viaduc","1932","1903","Auderghem-Shopping","2061"
"42","Viaduc","1962","1844","Rond-point du Souverain","2058"
"42","Viaduc","2000","1797","Val Duchesse","2059"
"42","Viaduc","2016","1741","Empain","2060"
"42","Viaduc","2030","1610","Woluwe","1858"
"42","Viaduc","2061","1557","Parc des Sources","2062"
"42","Viaduc","2077","1523","Fabry","2063"
"42","Viaduc","2094","1475","Voot","2064"
"42","Viaduc","2128","1352","Vellemolen","2065"
"42","Viaduc","2085","1343","Roodebeek","1530"
"42","Viaduc","2059","1283","Charmille","1540"
"42","Viaduc","2099","1248","Peupliers","1525"
"42","Viaduc","2121","1211","Marcel Thiry","1551"
"42","Viaduc","2178","1233","Thiry-Woluwe","2022"
"42","Viaduc","2213","1211","Hof Ter Musschen","2040"
"42","Viaduc","2272","1241","UCL Saint-Luc","2084"
"42","Viaduc","2303","1250","Dunette","2085"
"42","Viaduc","2241","1182","Lenneke Mare","9876"
"42","Viaduc","2260","1152","Annecy","2071"
"42","Viaduc","2275","1114","Saint-Antoine","2075"
"42","Viaduc","2267","1065","Thumas","2087"
"43","Vivier d'Oie ","926","2072","Heros","1951"
"43","Vivier d'Oie ","874","2104","Globe","1984"
"43","Vivier d'Oie ","842","2163","Rittweger","1926"
"43","Vivier d'Oie ","818","2208","Trois Arbres","1928"
"43","Vivier d'Oie ","802","2243","Uccle Calevoet","5817"
"43","Vivier d'Oie ","814","2279","Engeland","1929"
"43","Vivier d'Oie ","760","2314","Chateau d'Or","1930"
"43","Vivier d'Oie ","783","2374","Bigarreaux","1931"
"43","Vivier d'Oie ","774","2428","Griottes","1932"
"43","Vivier d'Oie ","769","2480","Moensberg Station","1933"
"43","Vivier d'Oie ","784","2530","Bourdon","1934"
"43","Vivier d'Oie ","777","2569","Braves","1935"
"43","Vivier d'Oie ","838","2576","Linkebeek Gare","1936"
"43","Vivier d'Oie ","837","2523","Hospices","1944"
"43","Vivier d'Oie ","847","2477","Homborch","1938"
"43","Vivier d'Oie ","876","2435","Gazelle","2099"
"43","Vivier d'Oie ","962","2480","Pasteur","2112"
"43","Vivier d'Oie ","1018","2524","Verrewinkel","2103"
"43","Vivier d'Oie ","1057","2448","Gui","2104"
"43","Vivier d'Oie ","1095","2328","Kauwberg","2113"
"43","Vivier d'Oie ","1096","2273","De Wansijn","1739"
"43","Vivier d'Oie ","1175","2246","Place Saint-Job","1740"
"43","Vivier d'Oie ","1175","2246","Place Saint-Job","2108"
"43","Vivier d'Oie ","1264","2238","Vivier d'Oie","2110"
"43","Heros","1264","2238","Vivier d'Oie","2109"
"43","Heros","1175","2246","Place Saint-Job","2152"
"43","Heros","1175","2246","Place Saint-Job","1735"
"43","Heros","1096","2273","De Wansijn","1736"
"43","Heros","1074","2285","De Wansijn","2154"
"43","Heros","1095","2328","Kauwberg","2114"
"43","Heros","1057","2448","Gui","2156"
"43","Heros","1018","2524","Verrewinkel","2157"
"43","Heros","962","2480","Pasteur","2161"
"43","Heros","876","2435","Gazelle","2167"
"43","Heros","847","2477","Homborch","2168"
"43","Heros","864","2517","Biches","2169"
"43","Heros","874","2542","Cabris","1953"
"43","Heros","838","2576","Linkebeek Gare","1954"
"43","Heros","796","2566","Braves","1955"
"43","Heros","784","2530","Bourdon","1956"
"43","Heros","769","2480","Moensberg Station","1957"
"43","Heros","774","2428","Griottes","1958"
"43","Heros","783","2374","Bigarreaux","1959"
"43","Heros","760","2314","Chateau d'Or","1960"
"43","Heros","814","2279","Engeland","1961"
"43","Heros","802","2243","Uccle Calevoet","1962"
"43","Heros","818","2208","Trois Arbres","1995"
"43","Heros","842","2163","Rittweger","1964"
"43","Heros","874","2104","Globe","1985"
"43","Heros","926","2072","Heros","5058"
"45","Saint-Vincent","2081","1333","Roodebeek","1537"
"45","Saint-Vincent","2059","1283","Charmille","1540"
"45","Saint-Vincent","2099","1248","Peupliers","1525"
"45","Saint-Vincent","2121","1211","Marcel Thiry","1531"
"45","Saint-Vincent","2059","1181","Tractebel","1532"
"45","Saint-Vincent","1998","1199","Gulledelle","1536"
"45","Saint-Vincent","1998","1199","Gulledelle","1533"
"45","Saint-Vincent","1941","1125","Ciceron","1534"
"45","Saint-Vincent","1920","1119","De Lombaerde","1538"
"45","Saint-Vincent","1864","1127","Paduwa","1535"
"45","Saint-Vincent","1836","1104","Guillaume","3402"
"45","Saint-Vincent","1797","1040","Dunant","3403"
"45","Saint-Vincent","1779","1004","Loisirs","3404"
"45","Saint-Vincent","1788","962","Permeke","3416"
"45","Saint-Vincent","1744","918","Hoedemaekers","3306"
"45","Saint-Vincent","1740","889","Oud-Kapelleke","3420"
"45","Saint-Vincent","1838","822","Bordet Station","3278"
"45","Saint-Vincent","1806","738","Vandenhoven","3126"
"45","Roodebeek","1768","758","Saint-Vincent","9290"
"45","Roodebeek","1806","738","Vandenhoven","3176"
"45","Roodebeek","1838","822","Bordet Station","3205"
"45","Roodebeek","1740","889","Oud-Kapelleke","2924"
"45","Roodebeek","1744","918","Hoedemaekers","3361"
"45","Roodebeek","1788","962","Permeke","3471"
"45","Roodebeek","1779","1004","Loisirs","3458"
"45","Roodebeek","1797","1040","Dunant","3459"
"45","Roodebeek","1836","1104","Guillaume","3460"
"45","Roodebeek","1864","1127","Paduwa","3461"
"45","Roodebeek","1941","1125","Ciceron","3462"
"45","Roodebeek","1998","1199","Gulledelle","3463"
"45","Roodebeek","1998","1199","Gulledelle","3465"
"45","Roodebeek","2059","1181","Tractebel","3464"
"45","Roodebeek","2121","1211","Marcel Thiry","1553"
"45","Roodebeek","2099","1248","Peupliers","1554"
"45","Roodebeek","2059","1283","Charmille","1550"
"45","Roodebeek","2081","1333","Roodebeek","1577"
"46","De Brouckere","412","1325","Moortebeek","1201"
"46","De Brouckere","354","1384","Westland Shopping","1203"
"46","De Brouckere","305","1420","Pommier","1487"
"46","De Brouckere","330","1462","Sibelius","3752"
"46","De Brouckere","306","1529","Neerpede","3751"
"46","De Brouckere","358","1545","Vanhellemont","3756"
"46","De Brouckere","400","1525","Scherdemael","3755"
"46","De Brouckere","440","1492","Hopital Joseph Bracops","2319"
"46","De Brouckere","499","1456","De Linde","2518"
"46","De Brouckere","581","1480","Saint-Guidon","2256"
"46","De Brouckere","636","1474","Resistance","2257"
"46","De Brouckere","678","1469","Douvres","6858"
"46","De Brouckere","735","1441","Cureghem","2259"
"46","De Brouckere","788","1432","Albert I","2260"
"46","De Brouckere","874","1392","Clemenceau","2261"
"46","De Brouckere","923","1368","Liverpool","2262"
"46","De Brouckere","967","1351","Porte d'Anderlecht","2263"
"46","De Brouckere","1024","1326","Buanderie","2264"
"46","De Brouckere","1067","1275","Bourse","2265"
"46","De Brouckere","1084","1253","Parking 58","2253"
"46","Moortebeek","1084","1253","De Brouckere","2270"
"46","Moortebeek","1067","1275","Bourse","2212"
"46","Moortebeek","1024","1326","Buanderie","2213"
"46","Moortebeek","967","1351","Porte d'Anderlecht","2214"
"46","Moortebeek","923","1368","Liverpool","2215"
"46","Moortebeek","874","1392","Clemenceau","2216"
"46","Moortebeek","788","1432","Albert I","2217"
"46","Moortebeek","735","1441","Cureghem","2218"
"46","Moortebeek","678","1469","Douvres","6809"
"46","Moortebeek","636","1474","Resistance","2220"
"46","Moortebeek","581","1480","Saint-Guidon","2535"
"46","Moortebeek","581","1480","Saint-Guidon","2320"
"46","Moortebeek","527","1488","Meir","2323"
"46","Moortebeek","499","1456","De Linde","2373"
"46","Moortebeek","440","1492","Hopital Joseph Bracops","2375"
"46","Moortebeek","400","1525","Scherdemael","3713"
"46","Moortebeek","358","1545","Vanhellemont","3712"
"46","Moortebeek","306","1529","Neerpede","3718"
"46","Moortebeek","330","1462","Sibelius","3717"
"46","Moortebeek","354","1384","Westland Shopping","1261"
"46","Moortebeek","412","1325","Moortebeek","1201"
"47","Vilvorde","1084","1253","De Brouckere","2350"
"47","Vilvorde","1084","1253","Parking 58","2253"
"47","Vilvorde","1113","1207","Beguinage","2267"
"47","Vilvorde","1129","1157","Yser","2235"
"47","Vilvorde","1175","1090","Nicolay","2269"
"47","Vilvorde","1194","1059","WTC","9026"
"47","Vilvorde","1229","1006","Glibert","2271"
"47","Vilvorde","1240","973","Destouvelles","2204"
"47","Vilvorde","1271","890","Jules de Trooz","6168"
"47","Vilvorde","1311","825","Mabru","2200"
"47","Vilvorde","1393","771","Quai des Usines","2201"
"47","Vilvorde","1438","733","Van Praet","5770"
"47","Vilvorde","1492","691","Avant-Port","2309"
"47","Vilvorde","1464","638","Heembeek","2310"
"47","Vilvorde","1551","568","Pres Communs","2311"
"47","Vilvorde","1564","524","Zavelput","2312"
"47","Vilvorde","1619","525","Peter Benoit","2313"
"47","Vilvorde","1703","523","Ramier","2314"
"47","Vilvorde","1755","460","Chemin Vert","2315"
"47","Vilvorde","1761","398","Trassersweg","2316"
"47","Vilvorde","1795","361","Antoon van Oss","2317"
"47","Vilvorde","1737","341","Dghr Domaine Militaire","3064"
"47","Vilvorde","1680","351","CRS","2321"
"47","Vilvorde","1647","305","Hopital Militaire","3001"
"47","Vilvorde","1641","274","Hoogveld","9609"
"47","Vilvorde","1731","220","VTM","9608"
"47","Vilvorde","1780","199","Twee Leeuwenweg","9607"
"47","Vilvorde","1815","179","Ennepetal","9631"
"47","Vilvorde","1827","165","Minnemolen","9626"
"47","Vilvorde","1856","165","Vlierkens","9627"
"47","Vilvorde","1985","151","Kerk Vilvoorde","9783"
"47","Vilvorde","2024","152","Heldenplein","9780"
"47","Vilvorde","2093","178","Vilvorde Station","9784"
"47","De Brouckere","2093","178","Vilvorde Station","9784"
"47","De Brouckere","2024","152","Heldenplein","9786"
"47","De Brouckere","1985","151","Kerk Vilvoorde","9787"
"47","De Brouckere","1926","167","Sportcomplex","9788"
"47","De Brouckere","1826","139","Jordaen","9707"
"47","De Brouckere","1800","150","Minnemolen","9605"
"47","De Brouckere","1803","174","Ennepetal","9606"
"47","De Brouckere","1780","199","Twee Leeuwenweg","9632"
"47","De Brouckere","1731","220","VTM","9634"
"47","De Brouckere","1641","274","Hoogveld","9635"
"47","De Brouckere","1647","305","Hopital Militaire","2352"
"47","De Brouckere","1680","351","CRS","2353"
"47","De Brouckere","1737","341","Dghr Domaine Militaire","3002"
"47","De Brouckere","1795","361","Antoon van Oss","2358"
"47","De Brouckere","1761","398","Trassersweg","2359"
"47","De Brouckere","1755","460","Chemin Vert","2360"
"47","De Brouckere","1703","523","Ramier","2361"
"47","De Brouckere","1619","525","Peter Benoit","2362"
"47","De Brouckere","1564","524","Zavelput","2363"
"47","De Brouckere","1551","568","Pres Communs","2364"
"47","De Brouckere","1464","638","Heembeek","2374"
"47","De Brouckere","1438","733","Van Praet","2376"
"47","De Brouckere","1393","771","Quai des Usines","2300"
"47","De Brouckere","1311","825","Mabru","2318"
"47","De Brouckere","1271","890","Jules de Trooz","6103"
"47","De Brouckere","1287","932","Masui","6123"
"47","De Brouckere","1240","973","Destouvelles","2203"
"47","De Brouckere","1229","1006","Glibert","2207"
"47","De Brouckere","1194","1059","WTC","9025"
"47","De Brouckere","1175","1090","Nicolay","2209"
"47","De Brouckere","1129","1157","Yser","2236"
"47","De Brouckere","1113","1207","Beguinage","2211"
"48","Uccle Stalle","1096","1305","Bourse","1701"
"48","Uccle Stalle","1125","1367","Saint-Jean","1702"
"48","Uccle Stalle","1156","1438","Grand Sablon","1703"
"48","Uccle Stalle","1112","1449","Chapelle","1167"
"48","Uccle Stalle","1066","1489","Jeu de Balle","1168"
"48","Uccle Stalle","1015","1547","Porte de Hal","1169"
"48","Uccle Stalle","980","1527","Fontainas","2418"
"48","Uccle Stalle","1012","1618","Parvis de Saint-Gilles","2402"
"48","Uccle Stalle","982","1669","Barriere","1218"
"48","Uccle Stalle","944","1682","Combaz","2404"
"48","Uccle Stalle","902","1694","Rochefort","5115"
"48","Uccle Stalle","879","1755","Laine","2407"
"48","Uccle Stalle","916","1757","Mont Kemmel","2408"
"48","Uccle Stalle","957","1752","Albert","2957"
"48","Uccle Stalle","951","1803","Timmermans","5810"
"48","Uccle Stalle","929","1858","Moliere-Longchamp","5811"
"48","Uccle Stalle","898","1845","Altitude Cent","2410"
"48","Uccle Stalle","844","1860","Duden","2411"
"48","Uccle Stalle","801","1910","Domaine","2412"
"48","Uccle Stalle","785","1973","Forestoise","2413"
"48","Uccle Stalle","771","2028","Decroly","2414"
"48","Uccle Stalle","796","2063","Aulne","2415"
"48","Uccle Stalle","763","2098","Victor Allard","2416"
"48","Bourse","719","2045","Uccle Stalle","2417"
"48","Bourse","755","2092","Victor Allard","2452"
"48","Bourse","771","2028","Decroly","2453"
"48","Bourse","785","1973","Forestoise","2454"
"48","Bourse","801","1910","Domaine","2455"
"48","Bourse","844","1860","Duden","2456"
"48","Bourse","898","1845","Altitude Cent","2457"
"48","Bourse","929","1858","Moliere-Longchamp","5858"
"48","Bourse","951","1803","Timmermans","5859"
"48","Bourse","957","1752","Albert","2934"
"48","Bourse","916","1757","Mont Kemmel","2459"
"48","Bourse","879","1755","Laine","2460"
"48","Bourse","902","1694","Rochefort","2462"
"48","Bourse","944","1682","Combaz","2463"
"48","Bourse","982","1669","Barriere","5160"
"48","Bourse","1012","1618","Parvis de Saint-Gilles","2465"
"48","Bourse","1011","1559","Porte de Hal","2467"
"48","Bourse","1048","1549","Hopital Saint-Pierre","1125"
"48","Bourse","1081","1513","Jeu de Balle","1126"
"48","Bourse","1112","1449","Chapelle","1127"
"48","Bourse","1125","1367","Saint-Jean","1771"
"48","Bourse","1079","1327","Plattesteen","1772"
"49","Bockstael","915","1534","Gare du Midi","2531"
"49","Bockstael","901","1545","Suede","2539"
"49","Bockstael","863","1580","Avenue du Roi","2544"
"49","Bockstael","799","1651","Orban","2553"
"49","Bockstael","786","1688","Wiels","2546"
"49","Bockstael","748","1719","Charroi","2551"
"49","Bockstael","690","1702","Ile Sainte-Helene","2556"
"49","Bockstael","586","1674","Digue du Canal","2557"
"49","Bockstael","541","1608","Van Kalken","2550"
"49","Bockstael","541","1572","Aristide Briand","2252"
"49","Bockstael","492","1577","Veeweyde","2580"
"49","Bockstael","527","1488","Meir","2254"
"49","Bockstael","581","1480","Saint-Guidon","2256"
"49","Bockstael","599","1455","Maison d'Erasme","2562"
"49","Bockstael","600","1405","Beaute","2560"
"49","Bockstael","570","1364","Jacob Smits","2561"
"49","Bockstael","543","1315","Paulsen","1257"
"49","Bockstael","499","1297","Peterbos","2579"
"49","Bockstael","521","1262","Prince de Liege","2564"
"49","Bockstael","553","1177","Machtens","2565"
"49","Bockstael","633","1122","Candries","2566"
"49","Bockstael","666","1092","Leroy","2567"
"49","Bockstael","697","1064","Cimetiere Molenbeek","2568"
"49","Bockstael","746","1019","Bastogne","2569"
"49","Bockstael","792","951","Bossaert-Basilique","2570"
"49","Bockstael","809","923","Riethuisen","2571"
"49","Bockstael","829","889","Simpson","2572"
"49","Bockstael","856","853","Miroir","2573"
"49","Bockstael","914","824","Leopold I","2574"
"49","Bockstael","964","804","Woeste","2575"
"49","Bockstael","1021","786","Loyaute","2576"
"49","Bockstael","1077","770","Breesch","9027"
"49","Bockstael","1128","749","Bockstael","2202"
"49","Gare du Midi","1128","749","Bockstael","2862"
"49","Gare du Midi","1077","770","Breesch","2502"
"49","Gare du Midi","1021","786","Loyaute","2503"
"49","Gare du Midi","964","804","Woeste","2504"
"49","Gare du Midi","914","824","Leopold I","2505"
"49","Gare du Midi","856","853","Miroir","2506"
"49","Gare du Midi","829","889","Simpson","2507"
"49","Gare du Midi","809","923","Riethuisen","2508"
"49","Gare du Midi","792","951","Bossaert-Basilique","2509"
"49","Gare du Midi","746","1019","Bastogne","2510"
"49","Gare du Midi","697","1064","Cimetiere Molenbeek","2511"
"49","Gare du Midi","666","1092","Leroy","2512"
"49","Gare du Midi","633","1122","Candries","2513"
"49","Gare du Midi","553","1177","Machtens","2514"
"49","Gare du Midi","521","1262","Prince de Liege","2522"
"49","Gare du Midi","483","1319","Peterbos","2536"
"49","Gare du Midi","543","1315","Paulsen","1207"
"49","Gare du Midi","570","1364","Jacob Smits","2532"
"49","Gare du Midi","593","1394","Beaute","2533"
"49","Gare du Midi","628","1413","Broeren","2534"
"49","Gare du Midi","647","1456","Resistance","3709"
"49","Gare du Midi","581","1480","Saint-Guidon","2535"
"49","Gare du Midi","527","1488","Meir","2223"
"49","Gare du Midi","492","1577","Veeweyde","2517"
"49","Gare du Midi","541","1572","Aristide Briand","2225"
"49","Gare du Midi","541","1608","Van Kalken","2226"
"49","Gare du Midi","586","1674","Digue du Canal","2521"
"49","Gare du Midi","690","1702","Ile Sainte-Helene","2523"
"49","Gare du Midi","748","1719","Charroi","2524"
"49","Gare du Midi","786","1688","Wiels","5159"
"49","Gare du Midi","799","1651","Orban","1243"
"49","Gare du Midi",,,"Fierlant","2526"
"49","Gare du Midi","863","1580","Avenue du Roi","2540"
"49","Gare du Midi","901","1545","Suede","2671"
"49","Gare du Midi","915","1534","Gare du Midi","2500"
"50","Lot B","915","1534","Gare du Midi","2538"
"50","Lot B","901","1545","Suede","2539"
"50","Lot B","863","1580","Avenue du Roi","2544"
"50","Lot B","799","1651","Orban","2553"
"50","Lot B","786","1688","Wiels","2546"
"50","Lot B","748","1719","Charroi","2555"
"50","Lot B","708","1799","Anciens Etangs","5912"
"50","Lot B","681","1882","Forest Centre","5915"
"50","Lot B","671","1908","Saint-Denis","5719"
"50","Lot B","611","1976","Max Waller","5720"
"50","Lot B","623","2029","Bempt","2608"
"50","Lot B","641","2068","Neerstalle","5721"
"50","Lot B","557","2118","Rue Longue","2609"
"50","Lot B","516","2131","Gilson","2611"
"50","Lot B","437","2176","Kerk Ruisbroek","9651"
"50","Lot B","419","2212","Ruisbroek Centrum","9652"
"50","Lot B","391","2240","Sportcentrum Ruisbroek","9660"
"50","Lot B","357","2267","Kapel Ruisbroek","9654"
"50","Lot B","293","2334","Voetbalclub","9655"
"50","Lot B","252","2394","Beka","9656"
"50","Lot B","205","2462","Waterbury","9657"
"50","Gare du Midi","166","2524","Lot Station","9658"
"50","Gare du Midi","175","2510","Station Lot","9659"
"50","Gare du Midi","205","2462","Waterbury","9677"
"50","Gare du Midi","252","2394","Beka","9678"
"50","Gare du Midi","293","2334","Voetbalclub","9679"
"50","Gare du Midi","357","2267","Kapel Ruisbroek","9680"
"50","Gare du Midi","391","2240","Sportcentrum Ruisbroek","9685"
"50","Gare du Midi","419","2212","Ruisbroek Centrum","9682"
"50","Gare du Midi","437","2176","Kerk Ruisbroek","9683"
"50","Gare du Midi","516","2131","Gilson","2659"
"50","Gare du Midi","557","2118","Rue Longue","2661"
"50","Gare du Midi","639","2087","Uccle Sport","2662"
"50","Gare du Midi","641","2068","Neerstalle","2663"
"50","Gare du Midi","623","2029","Bempt","2669"
"50","Gare du Midi","611","1976","Max Waller","2665"
"50","Gare du Midi","671","1908","Saint-Denis","5152"
